HomeOdds,DrawOdds,AwayOdds,Winner,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,HTGD,ATGD,DiffFormPts,DiffLP
4.2,3.5,2.0,1,1.30769230769,1.80769230769,L,D,W,W,D,W,12.0,7.0,-0.192307692308,0.730769230769,-0.192307692308,5.0
1.83,3.6,5.0,0,1.03846153846,0.653846153846,L,D,W,L,L,L,5.0,18.0,-0.153846153846,-0.692307692308,0.115384615385,-13.0
2.63,3.3,2.9,-1,1.7692307692299998,1.6153846153799998,D,W,L,W,D,W,8.0,2.0,0.807692307692,0.269230769231,-0.115384615385,6.0
1.8,3.8,4.75,0,1.65384615385,1.4615384615399998,L,W,W,D,D,L,6.0,13.0,0.192307692308,0.307692307692,0.115384615385,-7.0
1.36,5.25,10.0,1,1.74074074074,0.925925925926,L,W,D,D,L,D,7.0,14.0,0.666666666667,-0.518518518519,0.185185185185,-7.0
1.95,3.5,4.5,1,1.18518518519,0.814814814815,L,D,D,L,L,L,10.0,15.0,-0.407407407407,-0.8518518518520001,0.185185185185,-5.0
1.91,3.5,4.75,1,1.33333333333,0.962962962963,W,L,D,W,W,D,9.0,16.0,-0.148148148148,-0.37037037037,0.111111111111,-7.0
3.4,3.2,2.38,1,1.0,1.7037037037,D,W,D,L,D,W,17.0,8.0,-0.37037037037,0.7037037037039999,-0.037037037037,9.0
2.15,3.4,3.75,-1,1.44444444444,1.0,D,D,D,L,D,W,13.0,11.0,0.296296296296,-0.333333333333,-0.037037037037,2.0
2.63,3.3,2.9,-1,0.814814814815,1.37037037037,D,L,D,W,L,D,18.0,12.0,-0.7037037037039999,-0.148148148148,-0.185185185185,6.0
2.88,3.1,2.88,1,0.814814814815,1.0,L,L,L,D,W,D,15.0,17.0,-0.8518518518520001,-0.37037037037,-0.222222222222,-2.0
2.15,3.3,3.9,0,0.962962962963,0.925925925926,W,W,D,D,L,D,16.0,14.0,-0.37037037037,-0.518518518519,0.07407407407410001,2.0
1.7,3.8,5.75,1,1.64285714286,1.0714285714299998,L,L,D,W,L,D,8.0,11.0,0.642857142857,-0.25,-0.107142857143,-3.0
2.38,3.25,3.4,-1,0.896551724138,0.862068965517,D,L,D,W,L,L,14.0,15.0,-0.551724137931,-0.793103448276,0.0,-1.0
2.2,3.3,3.75,0,0.655172413793,0.931034482759,D,L,D,D,L,W,18.0,16.0,-0.689655172414,-0.379310344828,-0.206896551724,2.0
1.4,5.0,9.0,1,1.82142857143,1.39285714286,W,W,W,L,D,D,4.0,13.0,0.785714285714,0.214285714286,0.321428571429,-9.0
2.38,3.25,3.4,1,1.03448275862,1.4482758620700005,L,W,D,W,W,W,17.0,9.0,-0.344827586207,-0.0344827586207,-0.0689655172414,8.0
7.5,5.0,1.44,1,0.758620689655,2.0,L,L,D,W,L,W,18.0,1.0,-0.758620689655,1.1034482758600002,-0.275862068966,17.0
1.83,3.75,4.75,1,1.03448275862,0.758620689655,L,W,L,L,L,L,11.0,18.0,-0.275862068966,-0.689655172414,0.137931034483,-7.0
1.83,3.75,4.75,1,0.965517241379,1.20689655172,L,L,D,L,W,L,5.0,10.0,-0.275862068966,-0.379310344828,-0.103448275862,-5.0
1.91,3.75,4.33,1,1.8275862069,1.7241379310299998,W,W,L,W,W,D,7.0,6.0,0.724137931034,0.241379310345,0.0,1.0
1.62,4.0,6.5,0,2.2068965517200003,1.68965517241,D,W,D,W,L,L,3.0,8.0,1.20689655172,0.655172413793,0.137931034483,-5.0
4.0,3.6,2.0,-1,1.3793103448299997,1.7586206896599998,L,W,W,W,W,W,12.0,2.0,-0.137931034483,0.413793103448,-0.206896551724,10.0
1.53,4.0,6.0,1,1.66666666667,0.633333333333,L,W,W,L,D,L,6.0,18.0,0.133333333333,-0.7,0.166666666667,-12.0
2.5,3.25,2.8,-1,0.862068965517,1.3793103448299997,W,L,L,L,W,W,15.0,12.0,-0.793103448276,-0.137931034483,-0.137931034483,3.0
1.3,5.5,8.5,1,1.93333333333,1.1,L,W,L,W,L,W,1.0,17.0,1.03333333333,-0.3,-0.0333333333333,-16.0
6.0,3.8,1.57,-1,1.16666666667,1.9,L,L,W,W,W,W,10.0,4.0,-0.466666666667,0.8666666666670001,-0.366666666667,6.0
1.4,4.5,7.5,1,1.66666666667,0.833333333333,D,W,L,W,L,L,8.0,18.0,0.633333333333,-0.7,0.0333333333333,-10.0
2.1,3.3,3.5,-1,1.4,1.1,L,W,W,W,L,W,9.0,11.0,-0.06666666666669999,-0.2,0.06666666666669999,-2.0
1.8,3.5,4.5,1,1.3,0.8666666666670001,L,L,L,L,D,L,13.0,14.0,0.06666666666669999,-0.666666666667,0.0,-1.0
7.0,4.33,1.44,-1,0.933333333333,2.23333333333,D,D,L,W,D,W,16.0,3.0,-0.366666666667,1.2,-0.1,13.0
3.3,3.4,2.15,-1,0.733333333333,1.03333333333,L,L,L,W,L,L,18.0,5.0,-0.733333333333,-0.166666666667,-0.0333333333333,13.0
2.05,3.4,3.6,-1,1.8,1.86666666667,W,W,W,W,W,W,2.0,7.0,0.433333333333,0.8,0.1,-5.0
1.91,3.5,4.2,1,1.38709677419,0.903225806452,W,L,L,L,D,D,12.0,16.0,-0.12903225806500002,-0.387096774194,0.12903225806500002,-4.0
2.38,3.3,3.1,1,0.709677419355,1.35483870968,W,L,D,W,L,L,18.0,13.0,-0.6451612903230001,0.0967741935484,0.0322580645161,5.0
2.63,3.2,2.8,1,1.09677419355,1.70967741935,W,W,L,W,D,W,5.0,8.0,-0.12903225806500002,0.677419354839,0.0,-3.0
1.29,5.5,11.0,1,2.25806451613,1.35483870968,W,W,D,L,L,W,3.0,9.0,1.1935483871,-0.0967741935484,0.0645161290323,-6.0
1.83,3.75,4.2,1,1.9,1.8,W,W,W,W,W,W,4.0,2.0,0.8666666666670001,0.433333333333,0.0,2.0
1.8,3.5,4.5,-1,1.06451612903,0.709677419355,L,W,L,L,L,L,17.0,18.0,-0.387096774194,-0.741935483871,0.225806451613,-1.0
1.3,5.5,10.0,1,1.90322580645,0.903225806452,W,W,W,L,W,W,7.0,15.0,0.8064516129029999,-0.6451612903230001,0.193548387097,-8.0
1.4,5.0,9.0,1,1.6875,1.09375,L,L,W,L,L,L,2.0,10.0,0.28125,-0.5,0.1875,-8.0
3.5,3.25,2.3,1,1.30303030303,1.69696969697,D,L,L,W,L,W,9.0,8.0,-0.121212121212,0.666666666667,-0.181818181818,1.0
2.15,3.4,3.75,1,0.8484848484849999,1.42424242424,W,W,W,D,W,W,18.0,12.0,-0.515151515152,-0.0606060606061,0.0909090909091,6.0
1.73,3.8,5.5,1,1.1515151515200002,0.787878787879,D,W,W,L,D,L,5.0,18.0,-0.0909090909091,-0.7272727272730001,0.181818181818,-13.0
2.0,3.4,4.33,1,2.30303030303,1.9696969697,W,W,W,W,W,W,3.0,7.0,1.1818181818200002,0.878787878788,-0.0606060606061,-4.0
1.95,3.5,4.5,-1,1.27272727273,1.0,W,W,W,L,L,L,11.0,17.0,-0.030303030303,-0.484848484848,0.272727272727,-6.0
1.25,6.5,11.0,1,1.84848484848,1.30303030303,L,L,W,D,L,W,1.0,13.0,0.939393939394,0.0606060606061,0.0606060606061,-12.0
3.3,3.5,2.3,-1,1.06060606061,1.63636363636,L,L,L,L,D,W,10.0,6.0,-0.545454545455,0.121212121212,-0.212121212121,4.0
2.05,3.3,4.2,-1,1.27272727273,0.8484848484849999,W,W,W,L,L,L,11.0,16.0,-0.030303030303,-0.484848484848,0.30303030303,-5.0
2.45,3.25,3.25,-1,1.02941176471,1.38235294118,L,L,L,L,D,W,10.0,12.0,-0.588235294118,-0.117647058824,-0.205882352941,-2.0
2.38,3.4,3.25,0,0.7647058823530001,1.26470588235,L,D,W,L,D,L,18.0,13.0,-0.617647058824,0.0,0.0,5.0
2.1,3.5,3.8,0,1.64705882353,1.67647058824,L,W,L,W,L,D,8.0,6.0,0.617647058824,0.176470588235,0.0,2.0
1.91,3.5,4.75,0,1.35294117647,0.8823529411759999,W,D,L,D,L,W,9.0,14.0,-0.0882352941176,-0.6764705882350001,0.0,-5.0
4.0,3.6,2.0,0,1.05882352941,1.70588235294,W,L,L,D,W,L,17.0,2.0,-0.411764705882,0.323529411765,-0.0294117647059,15.0
1.29,6.0,12.0,1,1.84848484848,0.878787878788,L,L,W,D,L,L,1.0,15.0,0.939393939394,-0.666666666667,-0.030303030303,-14.0
2.63,3.3,2.9,-1,0.787878787879,0.8484848484849999,L,D,L,W,W,W,18.0,18.0,-0.7272727272730001,-0.515151515152,-0.181818181818,0.0
3.75,3.4,2.15,1,1.20588235294,1.91176470588,W,D,W,L,W,W,5.0,7.0,-0.0588235294118,0.8235294117649999,0.0294117647059,-2.0
2.4,3.3,3.3,0,1.97058823529,2.26470588235,D,W,W,D,W,W,4.0,3.0,0.911764705882,1.14705882353,0.0,1.0
4.33,3.4,2.0,1,0.911764705882,1.70588235294,W,L,L,D,W,L,16.0,2.0,-0.411764705882,0.323529411765,-0.0882352941176,14.0
5.75,3.8,1.7,-1,0.911764705882,2.26470588235,W,W,W,D,W,W,18.0,3.0,-0.470588235294,1.14705882353,-0.0294117647059,15.0
2.7,3.3,2.88,0,0.722222222222,1.30555555556,L,L,L,L,D,W,18.0,9.0,-0.75,-0.138888888889,-0.111111111111,9.0
1.45,4.75,8.0,-1,1.67567567568,1.13513513514,D,W,L,L,L,L,2.0,11.0,0.297297297297,-0.189189189189,0.135135135135,-9.0
3.1,3.5,2.4,1,0.72972972973,0.972972972973,L,L,D,D,L,L,18.0,10.0,-0.7567567567569999,-0.648648648649,0.027027027027,8.0
1.75,3.8,5.25,1,1.54054054054,1.02702702703,L,L,D,W,W,L,8.0,15.0,0.486486486486,-0.540540540541,-0.162162162162,-7.0
2.8,3.3,2.75,0,1.0,1.0,D,W,W,W,W,L,14.0,18.0,-0.540540540541,-0.351351351351,-0.108108108108,-4.0
1.8,3.8,4.75,1,1.56756756757,0.918918918919,L,L,D,L,L,W,6.0,16.0,0.0540540540541,-0.432432432432,-0.0540540540541,-10.0
2.9,3.4,2.6,-1,1.2702702702700002,1.18918918919,L,W,D,L,L,W,13.0,5.0,0.0,-0.0540540540541,-0.0540540540541,8.0
2.45,3.5,3.0,0,1.83783783784,1.91891891892,W,L,L,D,L,W,7.0,4.0,0.675675675676,0.8648648648649999,-0.0540540540541,3.0
4.75,4.2,1.75,-1,1.5135135135100002,1.9729729729700003,W,W,W,W,W,W,12.0,1.0,0.0,1.10810810811,-0.0540540540541,11.0
4.1,3.5,2.0,1,1.10810810811,2.27027027027,D,W,D,D,W,W,17.0,3.0,-0.351351351351,1.13513513514,-0.0810810810811,14.0
1.3,6.0,11.0,0,1.91891891892,1.0,D,L,W,D,W,W,4.0,14.0,0.8648648648649999,-0.540540540541,0.0,-10.0
1.4,5.25,8.5,1,1.89473684211,1.15789473684,D,D,L,W,D,W,4.0,17.0,0.8421052631579999,-0.263157894737,-0.131578947368,-13.0
2.1,3.6,3.75,-1,1.0,0.7894736842110001,L,W,W,D,W,L,15.0,18.0,-0.657894736842,-0.6842105263160001,0.131578947368,-3.0
1.36,5.25,9.5,1,2.21052631579,1.0,L,D,W,D,D,W,3.0,14.0,1.02631578947,-0.526315789474,-0.0263157894737,-11.0
2.25,3.6,3.3,1,1.1842105263200002,1.47368421053,W,L,L,L,W,W,11.0,12.0,-0.131578947368,-0.0526315789474,-0.157894736842,-1.0
2.4,3.6,3.0,-1,1.23684210526,1.60526315789,W,L,L,W,L,L,5.0,6.0,-0.0263157894737,0.105263157895,0.0526315789474,-1.0
1.6,4.33,6.0,1,1.0,0.7894736842110001,D,W,W,W,L,L,18.0,18.0,-0.34210526315800005,-0.7105263157889999,0.157894736842,0.0
1.57,4.5,6.0,1,2.0,1.5789473684200002,W,W,W,W,L,L,1.0,8.0,1.13157894737,0.605263157895,0.289473684211,-7.0
1.83,4.0,4.33,1,0.947368421053,1.23684210526,L,D,L,L,L,W,10.0,13.0,-0.657894736842,-0.0263157894737,-0.0789473684211,-3.0
3.5,3.6,2.15,1,1.34210526316,1.6315789473700002,D,W,L,L,D,W,9.0,2.0,-0.0526315789474,0.236842105263,0.0789473684211,7.0
3.2,3.75,2.25,0,0.894736842105,1.81578947368,L,L,L,D,W,L,16.0,7.0,-0.473684210526,0.657894736842,0.0526315789474,9.0
2.0,3.5,4.2,0,0.5,1.0,D,D,L,L,W,D,5.0,11.0,-0.25,0.25,-0.5,-6.0
1.2,8.0,15.0,1,2.25,0.75,W,W,W,D,D,D,2.0,18.0,2.0,0.0,1.5,-16.0
1.36,5.5,9.0,-1,1.75,0.75,D,W,W,L,L,W,6.0,12.0,0.5,0.0,1.0,-6.0
1.36,5.0,11.0,-1,1.0,1.5,W,L,D,W,L,W,1.0,10.0,-0.5,0.5,-0.5,-9.0
1.91,3.5,4.75,0,0.75,0.25,L,L,W,D,L,L,17.0,16.0,-0.25,-1.0,0.5,1.0
1.95,3.4,4.5,-1,0.5,0.25,D,D,L,L,D,L,9.0,13.0,-0.25,-1.0,0.25,-4.0
6.0,4.2,1.62,-1,0.5,1.0,D,L,D,D,W,L,15.0,3.0,-0.5,-0.25,-0.5,12.0
2.2,3.6,3.4,0,0.75,1.75,W,L,L,D,W,W,18.0,14.0,-0.25,0.75,-1.0,4.0
3.6,3.3,2.25,1,1.25,1.75,D,W,D,D,W,W,8.0,4.0,0.5,0.5,-0.5,4.0
2.05,3.5,4.0,1,0.5,1.0,D,L,D,D,W,L,7.0,18.0,-0.75,0.0,-0.5,-11.0
4.33,3.6,1.95,-1,0.4,0.6,D,D,L,D,D,D,16.0,5.0,-0.8,-0.2,-0.2,11.0
1.91,3.75,4.33,1,1.6,0.8,D,D,W,D,L,L,14.0,17.0,0.6,-0.2,0.8,-3.0
2.25,3.5,3.4,1,1.2,0.4,W,L,L,L,D,L,12.0,15.0,0.6,-0.6,0.8,-3.0
2.5,3.3,3.1,-1,0.333333333333,1.0,L,L,D,W,L,D,15.0,18.0,-0.833333333333,-0.166666666667,-0.666666666667,-3.0
2.3,3.25,3.5,-1,0.666666666667,0.833333333333,L,D,L,D,W,L,17.0,13.0,-0.333333333333,-0.5,-0.166666666667,4.0
1.29,6.5,11.0,-1,2.5,1.5,W,W,W,W,W,L,2.0,12.0,1.83333333333,0.833333333333,1.0,-10.0
2.45,3.5,3.0,1,0.666666666667,1.66666666667,L,L,W,W,W,D,1.0,3.0,-0.833333333333,0.333333333333,-1.0,-2.0
2.3,3.4,3.4,0,1.33333333333,1.33333333333,L,W,D,W,D,L,8.0,11.0,0.333333333333,0.5,0.0,-3.0
1.7,4.0,5.5,1,0.666666666667,0.333333333333,L,D,W,L,D,D,18.0,16.0,-0.5,-0.833333333333,0.333333333333,2.0
2.5,3.4,3.0,0,0.333333333333,1.83333333333,L,L,D,W,D,D,9.0,14.0,-0.666666666667,0.666666666667,-1.5,-5.0
1.67,4.0,5.75,0,1.16666666667,1.16666666667,L,L,D,W,L,D,6.0,18.0,-0.5,-0.166666666667,0.0,-12.0
3.1,3.3,2.5,-1,1.0,1.66666666667,D,W,D,W,L,D,7.0,4.0,0.0,0.5,-0.666666666667,3.0
2.0,3.6,4.0,1,1.0,1.5,W,D,D,L,W,W,5.0,10.0,0.0,0.333333333333,-0.5,-5.0
4.5,4.0,1.8,-1,1.71428571429,1.42857142857,D,W,D,L,W,W,14.0,3.0,0.5714285714289999,0.0,-0.14285714285700002,11.0
1.53,4.33,7.0,1,1.14285714286,0.5714285714289999,D,L,L,L,L,D,6.0,17.0,-0.428571428571,-0.428571428571,0.5714285714289999,-11.0
2.55,3.3,3.0,1,0.428571428571,1.0,D,L,L,W,L,D,9.0,18.0,-0.5714285714289999,-0.14285714285700002,-0.5714285714289999,-9.0
2.05,3.4,4.2,1,0.8571428571430001,1.28571428571,L,D,W,D,L,W,7.0,8.0,-0.14285714285700002,0.28571428571400004,-0.428571428571,-1.0
4.2,3.8,1.91,1,1.28571428571,2.14285714286,W,W,D,L,W,W,5.0,2.0,0.14285714285700002,1.42857142857,-0.428571428571,3.0
2.25,3.5,3.4,0,1.71428571429,1.14285714286,W,W,W,D,W,L,12.0,18.0,0.8571428571430001,-0.14285714285700002,0.14285714285700002,-6.0
6.0,4.2,1.62,0,0.28571428571400004,1.0,L,L,L,W,L,L,15.0,1.0,-0.8571428571430001,-0.428571428571,-0.714285714286,14.0
1.2,7.5,16.0,1,1.85714285714,0.28571428571400004,W,W,L,L,L,D,4.0,16.0,0.5714285714289999,-1.0,1.14285714286,-12.0
2.5,3.3,3.1,-1,1.28571428571,1.28571428571,W,W,L,L,L,W,18.0,10.0,0.0,0.14285714285700002,0.28571428571400004,8.0
3.1,3.3,2.5,-1,1.14285714286,1.28571428571,W,D,W,D,W,D,13.0,11.0,-0.28571428571400004,0.428571428571,0.0,2.0
2.05,3.4,4.2,1,0.888888888889,0.333333333333,L,L,W,D,L,L,13.0,16.0,-0.555555555556,-1.11111111111,0.555555555556,-3.0
1.33,5.75,10.0,1,0.888888888889,0.444444444444,L,D,W,L,L,L,1.0,17.0,-0.555555555556,-0.555555555556,0.333333333333,-16.0
2.0,3.6,4.0,-1,1.66666666667,1.55555555556,W,W,L,D,D,W,10.0,12.0,0.444444444444,0.666666666667,-0.222222222222,-2.0
3.25,3.4,2.38,-1,1.44444444444,1.77777777778,D,W,D,L,W,W,11.0,4.0,0.444444444444,0.444444444444,0.0,7.0
1.33,5.75,10.0,1,2.0,0.888888888889,W,L,L,D,L,W,2.0,18.0,1.33333333333,-0.222222222222,0.444444444444,-16.0
1.75,4.0,5.0,0,1.33333333333,1.66666666667,W,W,L,W,L,D,7.0,14.0,0.333333333333,0.222222222222,0.222222222222,-7.0
2.5,3.5,3.0,0,1.44444444444,1.33333333333,D,W,W,D,W,D,5.0,6.0,0.444444444444,-0.222222222222,0.666666666667,-1.0
6.0,4.2,1.62,-1,1.11111111111,1.77777777778,D,L,W,W,W,L,18.0,3.0,-0.111111111111,0.666666666667,-0.555555555556,15.0
2.6,3.4,2.88,1,0.333333333333,1.0,L,D,L,L,D,D,15.0,18.0,-1.22222222222,-0.222222222222,-0.444444444444,-3.0
2.05,3.4,4.2,-1,1.11111111111,1.0,D,L,D,W,W,D,8.0,9.0,0.0,-0.222222222222,-0.222222222222,-1.0
2.1,3.3,4.0,-1,1.2,1.0,W,W,W,L,D,L,9.0,18.0,-0.1,-0.4,0.3,-9.0
2.0,3.5,4.2,-1,0.9,1.1,L,L,D,W,L,L,18.0,13.0,-0.6,-0.4,-0.2,5.0
2.2,3.6,3.4,1,1.6,1.5,D,W,L,L,W,W,14.0,10.0,0.2,0.2,0.2,4.0
3.0,3.3,2.6,-1,0.4,1.0,L,L,L,L,D,L,17.0,8.0,-0.7,-0.1,-0.2,9.0
4.0,3.8,1.95,1,1.7,1.1,W,D,D,W,L,D,12.0,1.0,0.8,-0.3,0.4,11.0
1.44,4.75,8.0,1,1.9,1.3,W,W,W,L,D,W,3.0,11.0,0.9,0.1,0.4,-8.0
2.6,3.4,2.9,1,0.3,0.6,L,D,L,W,L,D,16.0,15.0,-1.1,-0.7,-0.3,1.0
3.4,3.5,2.25,-1,0.8,1.4,L,D,L,D,D,W,18.0,5.0,-0.6,0.4,-0.7,13.0
2.05,3.6,3.8,0,1.3,1.3,D,D,W,D,W,W,6.0,7.0,-0.2,0.3,-0.2,-1.0
2.6,3.5,2.8,0,1.9,2.1,W,L,W,W,W,L,4.0,2.0,0.7,1.6,0.3,2.0
5.0,4.0,1.75,-1,1.1818181818200002,2.0,W,L,D,W,W,W,8.0,3.0,0.0,0.909090909091,-0.636363636364,5.0
2.6,3.4,2.9,1,1.1818181818200002,1.81818181818,W,L,D,W,W,D,18.0,12.0,-0.181818181818,0.8181818181820001,-0.363636363636,6.0
2.9,3.4,2.6,-1,1.27272727273,1.72727272727,W,W,L,W,D,W,13.0,14.0,-0.272727272727,0.272727272727,0.0909090909091,-1.0
2.4,3.4,3.2,0,0.545454545455,1.09090909091,L,W,L,L,W,W,15.0,9.0,-0.909090909091,-0.272727272727,-0.545454545455,6.0
3.8,3.5,2.1,0,1.36363636364,1.81818181818,L,L,W,D,W,L,10.0,4.0,0.0909090909091,0.636363636364,-0.363636363636,6.0
1.29,6.0,12.0,1,2.0,0.8181818181820001,D,W,W,L,L,L,2.0,18.0,1.45454545455,-0.636363636364,0.454545454545,-16.0
2.1,3.5,3.75,-1,1.0,1.27272727273,L,W,L,D,D,D,1.0,6.0,-0.363636363636,-0.181818181818,0.0,-5.0
1.4,5.0,9.0,1,0.846153846154,0.923076923077,L,L,L,W,L,L,1.0,18.0,-0.538461538462,-0.538461538462,0.0,-17.0
1.57,4.2,6.5,1,1.30769230769,0.384615384615,D,W,L,D,L,L,11.0,17.0,0.307692307692,-0.769230769231,0.307692307692,-6.0
1.7,4.0,5.5,-1,2.0,1.30769230769,D,W,D,L,W,D,2.0,6.0,1.30769230769,-0.0769230769231,0.384615384615,-4.0
2.88,3.6,2.5,-1,0.769230769231,1.92307692308,W,D,L,W,W,W,15.0,14.0,-0.692307692308,0.384615384615,-0.461538461538,1.0
1.57,4.0,7.0,-1,1.5384615384600002,1.23076923077,W,W,D,W,D,L,7.0,9.0,0.461538461538,-0.153846153846,0.0769230769231,-2.0
1.91,3.6,4.5,0,1.0,0.615384615385,L,L,W,L,L,L,8.0,18.0,-0.307692307692,-1.0,0.230769230769,-10.0
4.33,3.4,2.0,-1,1.23076923077,1.84615384615,L,W,W,W,D,D,18.0,4.0,-0.0769230769231,0.692307692308,-0.0769230769231,14.0
7.0,4.33,1.53,1,1.07692307692,2.0,L,L,W,D,W,W,13.0,3.0,-0.461538461538,1.0,-0.538461538462,10.0
1.57,4.2,6.5,1,1.6153846153799998,1.6153846153799998,D,W,W,D,L,W,5.0,12.0,0.769230769231,0.538461538462,0.0769230769231,-7.0
1.57,4.0,7.0,-1,1.4615384615399998,0.461538461538,W,D,L,L,L,W,10.0,16.0,0.153846153846,-1.0,0.230769230769,-6.0
2.9,3.6,2.5,0,0.642857142857,1.42857142857,D,L,L,W,D,W,18.0,11.0,-0.928571428571,0.5714285714289999,-0.428571428571,7.0
2.75,3.3,2.8,-1,0.357142857143,1.14285714286,L,D,L,L,L,W,17.0,18.0,-1.0,-0.14285714285700002,-0.357142857143,-1.0
3.2,3.3,2.45,1,0.642857142857,1.35714285714,W,L,L,W,W,D,16.0,9.0,-0.8571428571430001,-0.07142857142860001,-0.28571428571400004,7.0
1.7,3.9,5.5,1,1.35714285714,0.714285714286,L,W,D,L,W,D,10.0,15.0,0.07142857142860001,-0.8571428571430001,-0.214285714286,-5.0
3.1,3.5,2.4,0,2.0,1.92857142857,W,W,W,W,W,D,14.0,4.0,0.5714285714289999,0.714285714286,0.14285714285700002,10.0
1.6,4.33,6.0,1,1.85714285714,1.42857142857,L,D,W,L,W,W,2.0,7.0,1.0,0.357142857143,0.0,-5.0
6.0,4.2,1.62,0,0.8571428571430001,1.85714285714,L,W,L,L,D,W,18.0,3.0,-0.5714285714289999,0.8571428571430001,-0.5,15.0
1.44,4.75,8.0,1,1.42857142857,1.0,W,L,W,D,L,L,6.0,8.0,0.14285714285700002,-0.28571428571400004,0.28571428571400004,-2.0
2.05,3.5,4.0,0,1.5,1.21428571429,L,D,L,W,L,L,12.0,13.0,0.28571428571400004,-0.357142857143,-0.14285714285700002,-1.0
2.6,3.4,2.9,0,1.71428571429,1.0,W,D,W,W,L,L,5.0,1.0,0.928571428571,-0.428571428571,0.357142857143,4.0
3.4,3.4,2.3,1,0.8125,1.8125,W,D,D,D,D,W,18.0,4.0,-0.75,0.625,-0.25,14.0
2.6,3.3,3.0,1,1.4375,1.3125,D,W,L,D,L,L,10.0,7.0,0.3125,0.1875,0.0625,3.0
1.3,6.0,11.0,1,1.8125,0.875,L,W,L,L,L,D,2.0,8.0,0.875,-0.5,0.375,-6.0
2.9,3.3,2.63,-1,0.75,1.375,L,W,W,W,W,L,16.0,18.0,-0.75,0.0625,-0.1875,-2.0
2.63,3.3,2.9,0,1.4375,1.375,D,D,L,W,L,W,12.0,9.0,0.25,-0.0625,-0.4375,3.0
2.9,3.5,2.55,0,0.8125,1.375,L,D,L,D,D,W,18.0,11.0,-0.625,0.5,-0.3125,7.0
6.5,4.2,1.57,-1,0.375,1.875,D,L,L,W,D,L,17.0,3.0,-0.9375,0.875,-0.375,14.0
1.36,5.5,9.0,-1,1.625,0.8125,D,D,W,W,L,L,5.0,15.0,0.8125,-0.875,0.125,-10.0
1.4,4.75,10.0,0,1.4375,1.1875,L,W,W,D,D,W,6.0,13.0,0.0625,-0.3125,0.25,-7.0
3.2,3.5,2.35,1,2.0,0.9375,W,D,W,L,D,W,14.0,1.0,0.6875,-0.4375,0.5625,13.0
1.33,5.25,12.0,1,0.8823529411759999,0.705882352941,L,L,D,L,L,W,1.0,16.0,-0.470588235294,-0.7647058823530001,-0.117647058824,-15.0
2.1,3.75,3.6,-1,1.35294117647,2.05882352941,D,D,D,W,W,D,11.0,14.0,0.470588235294,0.705882352941,-0.35294117647100004,-3.0
1.45,4.5,8.5,-1,1.70588235294,0.8235294117649999,L,D,D,D,L,D,4.0,18.0,0.529411764706,-0.588235294118,0.176470588235,-14.0
2.05,3.5,4.0,0,0.941176470588,0.35294117647100004,W,W,L,L,D,L,15.0,17.0,-0.7647058823530001,-1.0,0.411764705882,-2.0
2.7,3.4,2.8,-1,1.23529411765,1.52941176471,L,D,L,L,D,D,7.0,5.0,0.117647058824,0.705882352941,-0.117647058824,2.0
2.5,3.2,3.2,-1,1.35294117647,1.52941176471,D,W,L,W,D,W,9.0,10.0,-0.0588235294118,0.35294117647100004,0.0,-1.0
2.55,3.3,3.0,-1,1.17647058824,0.941176470588,D,D,D,W,W,D,13.0,18.0,-0.294117647059,-0.647058823529,-0.117647058824,-5.0
2.1,3.4,3.9,0,0.8235294117649999,1.41176470588,L,L,L,D,D,D,8.0,12.0,-0.529411764706,0.235294117647,-0.176470588235,-4.0
4.2,3.6,1.95,1,1.47058823529,1.41176470588,W,W,W,D,L,W,18.0,6.0,0.117647058824,0.0588235294118,0.117647058824,12.0
2.45,3.5,3.0,1,1.94117647059,1.88235294118,W,W,D,W,L,W,3.0,2.0,0.941176470588,0.8823529411759999,0.0588235294118,1.0
3.2,3.5,2.2,-1,0.944444444444,1.27777777778,D,W,W,L,D,D,15.0,11.0,-0.722222222222,0.388888888889,0.0555555555556,4.0
1.2,7.0,13.0,1,1.77777777778,0.666666666667,L,W,L,L,L,L,2.0,16.0,0.777777777778,-0.833333333333,0.0,-14.0
1.91,3.8,3.8,1,1.33333333333,2.11111111111,L,D,L,W,W,W,6.0,14.0,-0.111111111111,0.722222222222,-0.333333333333,-8.0
3.25,3.2,2.3,1,1.27777777778,1.61111111111,L,D,W,L,L,D,9.0,4.0,-0.111111111111,0.444444444444,0.111111111111,5.0
2.4,3.3,3.0,0,1.05555555556,1.61111111111,W,W,W,W,W,D,18.0,10.0,-0.555555555556,0.388888888889,0.0555555555556,8.0
2.63,3.25,2.75,0,0.388888888889,1.38888888889,D,L,D,D,D,D,17.0,12.0,-0.944444444444,0.222222222222,-0.111111111111,5.0
3.6,3.5,2.05,1,1.16666666667,2.0,L,L,D,W,W,W,7.0,3.0,0.0,0.944444444444,-0.5,4.0
1.44,4.5,7.5,0,1.0,1.55555555556,W,L,L,W,W,W,1.0,18.0,-0.333333333333,0.277777777778,-0.277777777778,-17.0
1.4,4.75,8.0,1,1.61111111111,0.944444444444,W,L,D,W,D,L,5.0,18.0,0.777777777778,-0.5,0.166666666667,-13.0
1.91,3.4,4.5,1,0.833333333333,1.11111111111,D,L,L,L,D,D,8.0,13.0,-0.5,-0.333333333333,-0.222222222222,-5.0
